	FDR	FC	NF1300	NF1347	NF1311	NF1341	WD1297	WD1349	WD1306	WD1340
SLC2A12	0.859859037730872	1.32004340954557	53.1559555358962	70.9098490248342	137.764132093554	126.603291052529	112.613882755665	49.3926442130335	184.822130465634	188.837193393052
SYNE3	0.859886217159454	-1.41514042545379	4426.20566340365	4959.5182641487	2473.91691445967	844.759077416003	1732.26649062391	1853.45897409408	1362.37151259399	3645.87797091997
FAM172A	0.860077903913255	-1.16594958181301	2192.35904417562	2431.79070479284	2952.58889885253	1711.07941400689	1852.6087770981	1892.97308946451	2179.13038854391	1907.88702382525
ARGLU1	0.860077903913255	1.21378517289311	18381.588721657	14124.9638479077	15084.0049715993	14932.0012578068	28455.9824916129	23698.5906934135	17672.0944866781	10557.0896598128
AGT	0.860077903913255	1.5550208062893	1664.68894897782	1514.1338350597	593.086263589199	788.368091881689	6318.52206873208	233.380243906583	2258.81418131952	1177.79307246974
GALNT7	0.860077903913255	1.23544792569522	949.028279323805	749.419776948738	800.899954374391	587.129672916096	809.274275097085	1776.90037556388	815.652156605823	675.566494296725
SRGAP2	0.860077903913255	1.15629144245361	5908.08998480681	5917.49642058224	4977.02114504086	4461.52209080311	6380.34929848029	6571.6913125441	6650.27653873052	4978.0698428509
UBQLN4	0.860077903913255	1.15451177229413	3490.14225128372	3284.09928228742	2844.01208288049	3000.88499490449	4036.43485641875	3515.52145186266	3289.16989068183	3722.79038403446
IGF2R	0.860077903913255	-1.25824584806333	23642.7318329903	19968.7696410719	17273.053680713	9559.37775366499	15589.2943579411	8257.21529631387	14422.7664923841	17058.4844609165
PCNXL4	0.860077903913255	1.15454861909367	2803.00428947823	2613.93168954291	2388.68995138485	2118.53192713228	3005.24498883256	3240.15746037499	2538.81417537823	2664.38374386185
AFMID	0.860077903913255	1.24610944851661	810.30420024232	998.29944313394	1271.39949025323	1535.82507661103	1916.64412219446	1362.0021641744	1561.58099453299	928.688689695924
CNOT8	0.860077903913255	-1.16420055769271	5156.12768698193	6712.79904101764	7103.02525133206	6588.34680992572	4409.60635025615	7245.90090605201	6239.68366206734	4422.46375408349
SPATA7	0.860077903913255	1.31073213309859	579.529564013307	752.200555341869	1148.81276254286	751.326954324835	871.101504845294	603.825075504334	783.557295626761	2842.31544584315
PLAA	0.860077903913255	-1.15909274379797	2783.55698867242	2067.50873529271	2569.65131133824	2168.28867907432	2084.46088865388	1700.34177703368	2480.15805014064	2019.8118041038
FAM65A	0.860077903913255	-1.18713462607941	8394.75151451043	6119.10285408422	7757.98862509887	10477.113400596	6753.52079231769	8548.63189717076	5172.80621434955	7101.77080198248
ICAM2	0.860077903913255	-1.19394925534304	2436.09854760851	2160.6648114626	2348.99520145959	3424.92309201056	2569.14220757287	1816.41449093431	2677.15409339143	1653.04290872946
DCSTAMP	0.860077903913255	1.66859277183379	265.779777679481	2.78077839313075	70.0495586916377	112.229118269273	35.3298455704048	13.5829771585842	175.96837571279	343.235992854241
CHMP7	0.860077903913255	1.24267316702635	3147.86975710136	2911.4749776079	3913.43534557283	3769.90323880872	3880.76272437416	8644.94755338619	3374.38728017795	2962.84982460467
MED26	0.860110578512226	1.19503148379279	799.932306479218	513.053613532624	826.584792561325	960.305312481412	939.553080637954	729.776318247569	944.031600522072	1029.13400533053
BATF2	0.860116234323492	-1.31011763117325	98.5329907494661	321.179904406602	189.133808467422	379.257020358232	158.984305066822	185.222415798876	118.418969819299	230.163266111289
IPMK	0.860116234323492	-1.31922344937641	1930.4687266573	660.434868368554	958.511461430576	1271.56143851885	520.011164489396	1279.26948511757	680.63239662494	1110.6382043026
NUDCD2	0.860116234323492	-1.17831523303614	1503.92459564975	1390.38919656538	1829.46097449661	2080.93793677607	1500.41437906813	1316.31396827734	1634.62447124396	1278.23838810434
MAP2K7	0.860116234323492	-1.15971264255187	3204.91517279842	3767.95472269217	3426.59091266594	3987.17438895564	3191.83073575126	3390.80502522475	3042.37147694628	2769.99481858623
FOSL1	0.860116234323492	-1.66544655713218	12696.4944527569	234.975774219549	1523.57790154312	4023.10982091378	416.229743126332	511.213867604896	1927.90509743195	2301.63266111289
PTPN7	0.860116234323492	1.43879199263706	796.042846318056	483.855440404751	197.306256981446	502.543194614625	450.455531022661	3639.00306239524	333.122522575784	369.638761535337
VWA1	0.860116234323492	-1.39546926707372	2797.81834259668	1649.00158712654	5129.9626815176	6375.49848217366	4854.54159290844	2579.53084402567	2609.64421340099	1082.51351592491
PDGFRB	0.860116234323492	-1.21530147032207	15467.0865742254	22108.578614586	23410.5625147453	29377.4920521803	17505.9384801356	23009.5633066416	18984.6636287874	13965.9166858351
TMEM88	0.860116234323492	-1.26682101785049	3461.61954343519	793.91223123883	1081.09818914094	1469.48274068831	1157.05244243076	759.41190477539	1751.93672171916	1082.51351592491
PLCXD1	0.860116234323492	-1.30618449867952	8477.72666461525	2932.33081555638	3056.49574424512	4500.22178675802	2296.43996207631	1670.70619050586	3896.7588105958	7558.65349481188
PRKAR1A	0.860116234323492	-1.20904491310421	33459.7292797661	31556.2732052478	25021.702364653	21705.5537555168	24359.9285207941	17610.9472941571	24155.2564044487	25872.991387777
ILF3	0.860116234323492	1.19771352361938	26094.3882212435	19728.2323100661	17115.4421736568	16987.5079658125	22133.0441921845	30919.7952773589	23808.8532497436	18875.6837140545
ETFDH	0.860116234323492	-1.32645925791814	5734.36076427485	6577.93128895079	6665.21550950933	3524.989448694	6363.78843336917	1282.97393343354	5791.46232770457	5232.33998471448
C16orf55	0.860116234323492	1.2738880204603	259.297344077543	260.002779757725	395.780006607753	479.323377041672	417.333800800407	527.266476974133	446.007895674555	343.809966086439
TAPBP	0.860116234323492	1.18888327350311	7450.90918206818	7060.39634015898	6506.43650980828	9002.10213191411	8810.3802391197	12674.1525050644	8012.64805132449	6872.75548233559
HMGB2	0.860116234323492	-1.21754714828332	7998.0265780718	5938.35225853072	4235.66331555436	4533.94580751874	3280.15534967727	6992.76360446021	5116.36352780016	3473.11202802845
GFRA3	0.860116234323492	-2.49337133131998	33.7086547300805	93.1560761698802	15.1774043831882	32.0654623626493	25.3933265037285	1.23481610532584	2.21343868821119	1167.46155429018
ZDHHC5	0.860116234323492	-1.17190344181769	9007.98973325383	6778.14733325621	7447.43558156595	5416.85172809032	6089.98213019853	4777.50351150566	7077.47020555527	6346.42202841027
ST20	0.860116234323492	-1.33057040100741	372.091688751273	132.086973673711	186.798823177701	398.606868335693	179.96140087425	244.493588854516	129.486163260354	216.387908538543
MTMR9	0.860116234323492	1.17518289828087	2200.13796449795	1995.20849707132	1502.56303393563	1386.5548207849	1842.67225803143	2273.29644990487	2200.15805608192	1888.37193393052
LRRC39	0.860116234323492	1.28746195882072	45.3770352135699	75.0810166145303	78.2220072056621	89.5621534956757	47.4744799852315	100.020104531393	107.351776378243	126.848084315698
CHAC2	0.860116234323492	-1.48750969617169	456.363325576475	449.095710490616	152.941536476742	112.229118269273	132.486920889018	107.429001163348	187.035569153845	281.820857009084
MRPL1	0.860116234323492	-1.18453128161877	1525.96486989634	1238.83677413975	1453.52834285148	1800.64156750257	1497.1022060459	1112.56931089858	1417.70747979927	1062.42445279799
TIMM17A	0.860116234323492	-1.1694596862708	4118.93831067176	2809.97656625863	4379.26491087221	4404.02539967008	4051.8916638558	2537.5470964446	4403.63627019616	2628.79740346559
ZNF69	0.86012142935144	-1.24887239340891	299.488432409562	300.324066458122	347.912808168467	302.410481247744	237.372399926157	223.501715063976	298.81422290851	245.08657014843
RAPGEF4	0.86076859936528	-1.23692079775145	1230.36589764794	1027.49761626181	1483.88315161786	646.284922447191	918.575984830526	761.881536986042	738.181802518432	1014.21070129338
ACSS3	0.861016190031461	-1.42265705974436	9818.29393349614	8424.36814198962	4716.67028523694	2500.55321148729	3619.10105561834	2211.55564463858	3954.30821648929	9218.5840823277
RAD1	0.861100056793641	1.1768551378434	1527.26135661672	1479.37410514556	1201.34993156159	1231.75603696522	1414.29788049027	1623.78317850348	1750.83000237505	1593.92366581309
CCS	0.861100056793641	1.21765544420244	2526.85261803565	2727.94360366127	2359.50263526333	5092.87998766768	4419.54286932283	3671.10828113371	3732.96434766817	2928.41143067281
CCDC89	0.861100056793641	-1.38304414293057	40.1910883320191	93.1560761698802	71.2170513364984	93.4321230911679	55.2028837037575	45.688195897056	21.0276675380063	119.960405529325
FBXO18	0.861100056793641	1.23870910273883	6019.58784276014	6981.14415595475	6457.40181872414	5301.30549302491	18205.9110454992	5901.18616735218	5984.03149357895	5524.49235990313
SVEP1	0.861100056793641	-1.21408970747873	11572.4404661807	9061.16639401656	27000.6023976917	10675.5875555648	6198.1797822579	10708.3252653857	16232.2526199967	12902.3442865727
TMEM136	0.861100056793641	1.23952735512029	592.494431217185	791.131452845699	359.587734617073	453.339295471939	1161.46867312706	658.156984138672	535.652162547107	441.95938879225
ZDHHC11B	0.861100056793641	-1.30866234225011	3061.00514683539	297.54328806499	477.504491747997	1279.30137770984	1599.77956973489	723.602237720941	332.015803231678	545.848543820039
CHRDL1	0.861100056793641	-1.31318356019192	49713.7832932668	55390.3248127715	50279.2382435678	34407.3468207215	48435.0101616768	15650.0593188996	33093.1218274455	62423.6068141283
GPR135	0.861100056793641	1.26861337768894	245.035990153278	271.125893330248	227.661065747823	145.400286230634	255.03732271136	366.740383281773	232.411062262175	261.731793882164
TEAD2	0.861100056793641	-1.1910068541371	3578.30334827009	3858.33002046892	3999.82980129251	5903.91504432297	4524.42834835997	2053.49918315686	4080.47422171732	4264.04714199692
TMEM106B	0.86133192968431	-1.17003553093061	2454.24936169394	2698.74543053339	2914.06164157213	2294.3391173275	2277.67098161704	2667.20278750381	1702.1343512344	2274.65591919959
MIIP	0.86133192968431	1.20459433088068	2019.92631036406	2257.99205522217	1820.12103333772	2450.79645954525	3010.76527720294	4320.62155253511	1978.8141872608	1654.19085519385
TRIB1	0.86133192968431	-1.47739281203557	60145.3154455064	3995.97855092889	17640.8138638441	20407.4553826289	5157.05339560503	4056.37090599537	15603.6360325448	35724.0939719865
TMEM65	0.86133192968431	1.21711280761727	919.209084754888	624.284749257854	790.392520570646	842.547666218579	990.33973364541	1187.89309332346	647.430816301773	1103.17655228403
BATF	0.86133192968431	-1.40777645373097	879.017996422869	312.83756922721	282.533220056272	307.939009241305	320.176725481794	737.185214879524	309.881416349566	87.2439312940546
MPI	0.86133192968431	1.19968418909741	1597.27163951766	2768.26489036167	2259.09826780532	2711.74298084129	3593.70772911461	2423.94401475462	2097.2331570801	3121.26643669124
ACP5	0.861473576155357	-1.15678956875717	1105.90317249072	3139.49880584462	2360.67012790819	5738.61205731551	842.39600531934	3126.55437868502	1838.26083055939	5414.28949932116
LYRM2	0.861473576155357	-1.16818057162256	1706.17652403023	2289.97100674317	2357.16764997361	1871.95957861949	1293.95559401608	1613.90464966087	2165.84975641465	2044.49265308831
RHEBL1	0.861519220411222	1.42205612709205	31.1156812893051	59.7867354523112	44.3647205047039	86.7978894988956	72.8678064889599	140.769036007145	80.7905121197083	31.568527770875
DDX6	0.861519220411222	1.27085239045891	5121.12254553146	5300.16361730722	3007.46105316098	1262.71579372916	3343.08663709956	5799.93124671546	3257.07502970277	4517.16933739611
ADARB1	0.861519220411222	1.25199097196905	2993.58783737522	1740.76727409985	4501.85163858258	4951.9025238319	4292.57623680418	4924.44662803943	4598.41887475874	2972.03339631983
TMEM30A	0.861519220411222	1.169860763946	11936.7532346097	9864.81134963134	10747.9372885869	9398.49758905238	13728.9571771245	10176.1195239902	11478.8930370632	13901.631683829
TACR2	0.861671393435241	-1.30841498568918	102.422450910629	79.2521842042265	84.0594704299652	116.099087864765	133.590978563093	60.505989160966	45.3754931083294	73.4685737213091
RNMT	0.861671393435241	1.15818482304856	2839.30591764909	3698.4352628639	2595.33614952518	2249.55804057966	2935.68935536582	3721.73574145207	3197.31218512106	3157.4267503197
FAM18B2	0.861671393435241	1.25686676332829	187.990574456218	257.222001364595	213.651154009495	274.767841279943	256.141380385435	319.817371279392	317.628451758306	273.211258526118
INCA1	0.861671393435241	-1.31351565108789	123.166238436833	116.792692511492	138.931624738415	179.124306991351	104.885479037139	113.603081689977	143.873514733727	69.450761095925
XKR6	0.861671393435241	-1.42870689582566	47.9700086543453	101.498411349272	89.8969336542684	61.3666607285185	15.4568074370521	269.189910961032	38.7351770436958	41.3260727182364
C18orf34	0.861671393435241	1.24026856454425	342.272494182356	246.098887792072	435.474756533014	754.091218321615	504.554357052343	359.331486649818	619.762832699133	582.582830680694
IFI44L	0.861671393435241	1.30981070024278	1490.95972844587	3779.0778362647	963.181432010019	1118.97406589659	1337.01384330501	2143.64075884565	3876.83786240189	1700.10871376967
ARHGEF4	0.861671393435241	-1.29541788464061	1044.9682966325	2908.69419921477	1653.16958512265	1097.41280672171	1504.83060976443	843.379399937547	977.23318084524	1519.30714562738
FBXO21	0.861671393435241	1.19653344544564	2239.03256610958	2994.89832940182	2053.61956230984	1922.26918336089	2660.77899452111	2037.44657378763	2795.57306321073	3548.87649467855
HOXC6	0.86176272514837	-1.286878346805	925.691518356827	1402.90269933446	1364.79890184207	1615.4358797183	2053.54727377978	954.512849416872	866.56124643468	654.903457937607
UBXN11	0.861917036079532	1.23034564172017	2998.77378425678	3163.13542218623	2242.75337077727	4857.91754794137	2715.98187822487	7081.67036404368	3845.84972076694	3198.75282303793
SON	0.86228582995942	1.19971053119367	30252.2211335269	24614.0599467968	21144.4592910708	16949.9139754563	24410.7151738016	34240.2157845801	25572.963884248	25767.9542862848
SMC3	0.862316411197299	-1.15576434599346	3582.19280843125	4378.33557998437	3095.02300152552	2706.76730564709	2968.81108558808	3316.7160589052	2690.4347255207	2779.1783903014
RPL26L1	0.862316411197299	1.19516679378239	840.123394811237	839.795074725488	873.28449835575	1074.19298914875	1296.16370936423	769.290433617997	1193.04345294583	1134.74508005491
SLC44A1	0.862316411197299	-1.18616683111069	5554.14911014095	7056.22517256929	4399.11228583485	4681.00465214745	2713.77376287672	7413.83589637632	4498.81413378924	4449.44049599679
DUSP1	0.862316411197299	-1.37509535852896	265665.686848087	80638.4022332021	63685.5562845024	88185.5500252791	42842.9580424862	79110.9634199103	91920.7885633782	88295.4502554409
CCDC104	0.862316411197299	-1.19489106377725	2478.88260938131	1679.59014945098	2069.96445933789	3089.34144280145	1600.88362740897	1985.58429736395	2399.36753802093	1713.31009811022
RNASEK	0.862316411197299	-1.27799535286004	163.357326768852	109.840746528665	175.123896729094	166.408692606163	101.573306014914	112.368265584651	132.806321292671	129.717950476686
TMCO6	0.862316411197299	-1.19705482831887	1465.02999403811	1781.08856080025	618.771101776133	1088.56716193201	862.269043452693	1697.87214482303	711.620538259897	822.503641739344
ARMC7	0.862316411197299	1.30161656509634	246.332476873665	574.230738181501	371.26266106568	658.447684033023	777.256602548907	744.59411151148	427.193666824759	413.260727182364
TBC1D19	0.862316411197299	-1.23608765461915	431.730077889108	419.897537362744	540.549094570471	305.174745244525	303.615860370666	285.242520330268	503.557301568045	292.726348420841
OPN3	0.862316411197299	1.30153797743479	241.146529992114	148.771644032495	272.025786252527	142.083169434498	273.806303170637	346.98332559656	201.422920627218	208.926256519973
CD1D	0.862316411197299	1.30831253464811	325.418166817316	369.84352628639	259.18336715906	515.811661799169	258.349495733585	1328.6621293306	246.798413735547	589.470509467066
MLL	0.862316411197299	1.17857195450284	4821.6341131219	5258.45194141025	3082.18058243206	3338.67805531102	3841.01664810745	9173.44884646564	3693.12245128036	3867.43163854829
CSNK2A2	0.862316411197299	-1.16799256792927	5809.55699405733	6640.49880279624	5120.62274035871	4942.50402624284	4680.10048040457	4105.76355020841	5524.74296577513	4932.15198427507
ZNF808	0.862316411197299	1.23163371946128	553.599829605553	561.717235412412	485.676940262021	393.631193141488	464.808280785638	1042.18479289501	576.600778279015	489.599167064662
TRRAP	0.862316411197299	1.17469279429223	4239.51157566782	5273.74622257247	3663.59191957265	2380.58415402704	3858.68157089265	5794.99198229415	3893.43865256348	4283.56223189164
WDR89	0.862316411197299	1.20753584152642	1024.22450910629	895.410642588103	456.489624140506	490.380433028792	851.228466711942	1291.61764617082	619.762832699133	638.832207436071
TOB2	0.862316411197299	-1.20258069415976	13452.3462107429	8125.43446472806	10214.3931498856	9510.1738545223	12177.7561450489	4198.37475810784	7423.87336026032	13403.9968915135
ZNF670	0.862316411197299	-1.30742556378843	545.820909283226	290.591342082164	186.798823177701	225.011089337901	187.689804592776	240.789140538538	184.822130465634	264.601660043152
TIGD7	0.862316411197299	1.26825190266963	217.809769025136	236.366163416114	148.2715658973	143.18887503321	218.60341946688	290.181784751572	181.501972433317	245.08657014843
BEND5	0.862316411197299	1.25154864547034	261.890317518318	500.540110763536	224.158587813241	419.615274711222	546.5085486672	534.675373606087	231.304342918069	452.290906971809
TPD52L2	0.862316411197299	-1.16952441342628	13322.6975387041	10425.1381958472	13551.0871288973	16015.0398917453	13693.6273315541	8062.11435167239	10364.4266575489	14083.5811984356
LYRM5	0.862316411197299	-1.1759738875799	1689.32219666519	1197.12509824279	2142.34900331925	1999.11572247138	1195.69446102339	824.857158357659	2029.72327708966	2256.28877576927
POU6F1	0.862648772929733	-1.26234316971146	1877.31277112141	1565.57823533261	1730.22409968345	2250.66374617837	1261.9379214679	2903.05266362104	1512.88534339235	822.503641739344
RSRC1	0.862648772929733	-1.19016761595955	949.028279323805	988.566718757983	1369.46887242152	1167.62511223992	925.200330874976	890.302411939929	846.640298240779	1069.88610481656
C18orf32	0.862648772929733	-1.22897083744853	465.438732619189	489.416997191013	659.633344346255	474.900554646824	340.049763615147	366.740383281773	461.501966492033	542.97867765905
ECSCR	0.862648772929733	-1.25365273825901	1542.81919726138	935.731929288499	1228.20226239338	3446.48435118544	1519.18335952741	1222.46794427258	1172.01578540782	1084.8094088537
ASB6	0.862648772929733	1.1796028128493	998.294774698538	1201.29626583249	1020.38857160819	1128.925416285	1468.39670651995	1410.15999228211	1023.71539329767	1262.741110835
CWC22	0.862648772929733	-1.17112291828218	3342.34276515952	2615.32207873947	2317.47290004835	2096.41781515804	1894.56296871296	2544.95599307655	2314.1501485248	2012.92412531743
PPARA	0.862648772929733	-1.28491425154521	5152.23822682077	5494.81810482637	2942.08146504878	1607.69594052731	2856.19720283241	1780.60482387986	3158.57700807737	3065.01705993586
CYP51A1	0.862648772929733	1.33099034964656	247.628963594053	183.53137394663	128.424190934669	66.8951887220788	294.783398978065	121.011978321932	178.181814401001	193.428979250634
POLRMT	0.862648772929733	1.17022273312904	3044.15081947035	4490.95710490617	2761.12010509539	4186.75424952316	5003.58937890858	5650.51849797103	2815.49401140463	3729.67806282083
RNF215	0.862648772929733	1.2277594948836	959.400173086907	991.347497151114	1006.37865986986	1563.46771657883	1844.88037337958	1275.56503680159	1487.43079847792	955.665431609216
GPN3	0.862648772929733	-1.17572475112687	1782.6692405331	1719.91143615137	2039.60965057152	1900.15507138665	1431.96280327547	1173.07530005954	1595.88929420027	2321.14775100761
FAM227B	0.862648772929733	1.33740326853207	42.7840617727945	63.9579030420073	70.0495586916377	84.0336255021155	51.8907106815321	185.222415798876	52.0158091729629	103.889155027789
ATP13A2	0.862648772929733	1.23762357442787	1488.36675500509	2467.94082390355	3074.00813391804	2760.39402718462	4354.4034665524	3003.07276815244	2217.86556558761	2613.87409942845
EPB41L2	0.862648772929733	-1.26678858158391	24730.4841913956	26535.5778164502	26226.5547741492	15168.6222559312	18052.4470288028	10193.4069494648	19891.0667716098	28228.0035594842
TRIAP1	0.862875328759042	1.17489478472984	1273.14995942073	1411.24503451386	1704.53926149652	1852.60973064203	2065.69190819461	1373.11550912233	2091.69956035957	1826.38282485317
SLC30A6	0.862875328759042	1.15707077066325	1948.61954074273	2199.59570896643	2703.91296549722	1702.78662201655	2384.76457600232	2146.11039105631	3009.16989662311	2295.31895555871
BCAT2	0.862875328759042	-1.16759855094303	1728.21679827682	1847.82724223539	1476.8781957487	2314.79467090367	1918.85223754261	1399.04664733417	1194.15017228994	1834.41845010394
MCM3AP	0.862875328759042	1.16052457016463	6632.82606150354	8353.45829296478	7851.38803668773	5609.24450226621	8162.29838443759	9811.8487729191	7185.92870127762	7684.92760589537
ATF3	0.862875328759042	-1.3268224026799	19915.3325118756	4643.89991652836	8836.7518289501	25918.8449394091	4125.86352801883	3550.09630281178	11004.1104384419	37545.8850109822
ELP2	0.862933212054822	-1.15196024400625	5683.79778217973	6505.63105072939	4745.85760135846	4719.70434810237	4716.53438364904	5215.86322889633	4247.58884267727	4500.52411366238
RASA1	0.863148369958035	1.18409359761118	3531.62982633613	3507.95194293444	3884.24802945131	2341.88445807211	3194.03885109941	4283.57706937533	3585.77067490212	4543.57210607721
YWHAG	0.863148369958035	-1.2644487192781	43941.8244141007	19401.4908488733	55858.6855933568	29735.740666163	33023.4690892618	8619.01641517434	35856.6000296771	56175.908181656
ASB2	0.863148369958035	1.53328166270551	72.6032563417119	65.3482922385727	63.0446028224739	295.776247655472	119.238228800116	422.307108021436	107.351776378243	82.078172204275
ETS1	0.86315157061345	1.25185541384613	20978.4516225936	11111.9904589505	18825.8188983776	11096.8613886741	13558.9322953169	30223.3589939552	25443.4777209876	11625.827818165
HESX1	0.86315157061345	1.30072262371754	41.4875750524068	79.2521842042265	43.1972278598433	65.2366303240107	62.9312874222836	79.0282307408535	81.897231463814	66.5808949349364
ATG2B	0.8634052768334	1.20168665206098	3570.52442794776	3478.75376980657	2961.92884001142	2652.03487851084	2501.79468945429	5341.81447163957	2989.24894842921	5068.75761353813
UBL5	0.863429109127452	-1.16254019518173	7244.76779352653	5529.5778347405	7099.52277339748	10019.9041355286	7514.21652975547	4361.37048401086	7090.75083768454	6711.46900408803
EFCAB12	0.863535633997924	1.3832211262708	121.869751716445	65.3482922385727	392.277528673171	140.977463835786	117.030113451966	209.918737905392	201.422920627218	323.146929727321
SRP14	0.863535633997924	-1.17710009258773	17747.6067153874	14941.1223062915	20922.6356885473	23817.4514490568	16450.4593437198	12012.2910726097	20455.4936371037	17025.7679866812
SLC1A2	0.863635119723999	-1.35763158940866	191.880034617381	50.0540110763536	77.0545145608015	51.9681631394662	108.197652059365	90.1415756887861	27.6679836026398	42.4740191826318
KIAA0895	0.863635119723999	-1.59046404345268	140.020565801873	706.317711855212	107.409323327178	93.9849758905239	202.042554355753	44.4533797917301	64.1897219581244	155.546745925584
KIAA1958	0.863782896761946	-1.32395008068166	523.780635036635	403.212867003959	646.790925252788	167.514398204875	189.897919940926	313.643290752763	395.098805845697	325.442822656112
PER1	0.863838817704853	-1.18935278728035	31855.9752066465	24776.735482795	37107.5862242502	27101.949930031	21061.0041906576	19638.5153391021	34902.6079550581	27462.8972409647
ZDHHC7	0.863909026847665	-1.16407686174043	4242.10454910859	5492.03732643323	6059.28682682667	5522.44661276731	5079.76935841977	4190.96586147589	5037.78645436867	3969.02490064728
NUP160	0.863957385229312	1.15743203836444	3558.85604746427	3741.53732795743	2407.36983370262	2265.03791896163	3209.49565853647	4737.98939613524	3063.39914448428	2794.10169433854
LMLN	0.864513065756609	1.2168507711448	610.645245302613	856.479745084272	818.412344047301	510.835986604965	683.411700252519	669.270329086604	1319.20945817387	789.213194271875
LRCH4	0.864513065756609	1.26657180253584	5908.08998480681	4579.94201348635	4159.77629363842	5725.34359013098	5383.38521879043	17503.5182929937	3616.75881653708	5324.74967509831
CMTM8	0.86455920949034	-1.21188406220982	871.239076100542	415.726369773048	742.52532213136	722.578608758322	643.665623985812	451.942694549257	638.577061548928	487.30327413587
MTIF3	0.86455920949034	-1.16637672628539	3090.8243414043	3438.43248310618	5264.22433567657	5673.92827979087	3684.24045838878	2535.07746423394	4721.26472195446	3897.85221985477
GPR17	0.86455920949034	1.23125426710804	430.433591168721	429.630261738701	359.587734617073	254.31228770377	536.572029600523	658.156984138672	337.549399952206	325.442822656112
TARS	0.86455920949034	-1.16897923638818	7579.26136738656	4656.41341929745	5040.06574786333	4556.61277229234	5229.92120209399	3104.32768878916	5307.82597433042	5033.74524637408
CLEC2L	0.86455920949034	1.83612626744221	2.59297344077542	6.95194598282688	108.576815972038	82.3750671040474	72.8678064889599	18.5222415798875	17.7075095056895	113.072726742952
TMEM119	0.86455920949034	1.23211502987968	1309.45158759159	2584.73351641503	3014.46600903014	4980.09801659905	1702.45693342388	7121.1844794141	2790.0394664902	3554.61622700053
MTMR6	0.86455920949034	1.16017105867508	3424.02142854395	2356.70968817831	2800.81485502065	2289.91629493265	3022.90991161776	3158.65959742349	3141.97621791578	3121.84040992344
HAT1	0.864778412835371	-1.17402760791597	4063.18938169509	2363.66163416114	3175.57999402091	3199.3591498733	2219.15592489105	2284.4097948528	3501.6600047501	2876.75383977501
UFM1	0.864778412835371	-1.15612925576032	7891.714667	5935.57148013759	6960.59114865906	5953.67179626501	5571.07502338322	5839.44536208588	6624.82199381608	5039.48497869605
IK	0.864778412835371	-1.16123334641879	6599.11740677346	8457.73748270719	7421.75074337902	9700.35521750078	6914.71321273266	7733.65326765572	6441.10658269456	6411.85497688081
TMEM87A	0.865232702464562	-1.1716646571746	5498.40018116429	5564.33756465464	5085.5979610129	5845.31264759122	3546.23324912938	4068.71906704863	6369.16982532769	5262.18659278877
NHP2	0.865232702464562	-1.15390424060486	2360.90231782603	2251.04010923934	2197.2211576277	2640.97782252372	2107.64609980946	1713.92475419226	2076.20548954209	2318.27788484662
ATG10	0.865232702464562	-1.2112561147688	357.830334827008	526.957505498278	715.672991299566	855.263280603768	353.298455704048	402.550050336223	595.41500712881	634.814394810687
GLS	0.865482567928578	1.21112046537298	9372.30250168277	5357.1695743664	6598.66842875227	5718.7093565387	6552.58229563602	12130.833418721	6799.68365018477	7587.92612965396
EEFSEC	0.865627362615486	-1.1854805913484	1021.63153566552	1280.54845003671	1166.32515221577	1625.38723010671	1184.65388428264	971.800274891434	991.620532318611	1103.17655228403
PITRM1	0.865627362615486	-1.17372609305697	8843.33591976458	9022.23549651272	8328.89252843572	5716.49794534128	7421.47568513316	5094.8512505744	8318.10259029765	6336.66448346291
SLC23A3	0.865627362615486	1.31073178368182	329.307626978479	254.441222971464	113.246786551481	170.278662201655	344.465994311447	639.634742558783	192.569165874373	112.498753510755
SIAE	0.865627362615486	-1.2213602760869	2127.53470815624	1699.05559820289	6134.00635609775	3008.62493409547	3273.53100363282	1350.88881922647	2495.65212095811	2698.82213779372
STOML2	0.865627362615486	-1.1898966616881	4041.1491074485	4977.59332370405	4487.84172684426	5841.99553079509	5607.50892662769	2959.85420446603	4317.31216135592	3690.07390979919
ASAH1	0.865627362615486	-1.2671575884179	29275.9666330749	28580.8403245979	68803.8440395713	27152.2595347723	30521.6743998075	10956.5233025561	40923.1611869925	44309.5855792001
RAP1B	0.865627362615486	-1.21486833525154	16098.4756070542	9510.26210450718	12524.8610940648	8051.19531702176	7142.14909359215	8504.17851737903	9921.73891990666	11710.7758565302
NUP93	0.865627362615486	1.15470424368735	1930.4687266573	2256.60166602561	2340.82275294556	2768.68681917496	2740.27114705452	2632.62793655469	2495.65212095811	2791.23182817755
FAF2	0.865627362615486	-1.15765574383853	4771.07113102678	4547.96306196535	4720.17276317152	3560.37202785279	4440.51996513026	3093.21434384122	4838.57697242966	3051.81567559532
PSMC4	0.865901513339194	-1.15412473649708	4642.7189457084	3254.90110915955	4506.52160916203	4966.82954941451	4411.8144656043	2814.14590403758	4304.03152922665	3567.24363810888
COG6	0.865901513339194	1.2047158311971	1828.04627574667	2139.80897351411	2492.59679677744	1444.60436471729	2842.94851074351	1627.48762681945	2209.01181083477	2904.3045549205
SLC25A1	0.865901513339194	-1.29660498346561	10922.9006192665	10733.8045974847	15778.6630952914	12477.3348286661	15351.921958015	2468.39739454635	14766.9562084009	13080.8499617862
